review_id,review,rating,date,bank,source
c3afc51f-9e2b-4b3d-b155-0339a9ce0f20,"A must have, seamless, all in one digital platform ""DB Superapp""! Keep living your motto ""Always one step ahead""",5,2025-05-12,DASHEN,Google Play
6fbffae4-0ab6-4bc9-a758-204abc102d89,"This App makes digital banking effortless and convenient. User-friendly interface, secure transactions, and excellent features for managing finances efficiently.",4,2025-05-10,DASHEN,Google Play
b3c8405c-96a7-4b5e-884c-76c97c530c34,good,5,2025-05-09,DASHEN,Google Play
e1c1214a-8bc1-45db-bc49-3d51dddc6b88,Amazing app super easy to use and best design. loved it.,5,2025-05-09,DASHEN,Google Play
8d1d472b-2bae-4749-b089-5632108ade02,its the best ever,5,2025-05-09,DASHEN,Google Play
749851ed-72d7-4f1c-8e5e-27dd822b5008,nice,5,2025-05-08,DASHEN,Google Play
f2852962-b983-44af-b296-241a3373477f,excellent game changer App,5,2025-05-08,DASHEN,Google Play
62102c1c-85b0-4965-b033-063c67ac9129,I am highly excited by using this application and it is the most favorable as well as preferrable mobile app.,5,2025-05-03,DASHEN,Google Play
f4d24779-931e-4cfd-a622-92dfcb654d3d,it seems me logging out within minutes,1,2025-05-03,DASHEN,Google Play
157b5f87-506e-46dc-b89b-179653dbd957,nice app especially GUI and I have got some error when you send within dashen bank the receipter is not get SMS notification,4,2025-05-03,DASHEN,Google Play
4e018789-e27b-4b7c-b1d4-f79dd0affa68,yes i want dashen super open,5,2025-05-02,DASHEN,Google Play
8e88fe90-b409-432d-bcd6-a36548ee9fe8,Best App,5,2025-05-02,DASHEN,Google Play
0472c5b5-9fd3-49be-80f6-cca83ad918e5,faster than this version,5,2025-05-01,DASHEN,Google Play
222e6a10-b3df-421c-83ae-1ff05ec40496,"Best UI mobile banking app, props to design team",5,2025-04-30,DASHEN,Google Play
d27b1e7f-4f07-426c-a471-d6137f89bd48,thank you,4,2025-04-30,DASHEN,Google Play
a65769b9-bfda-4c04-a0ed-dce672c8fac4,great app,5,2025-04-30,DASHEN,Google Play
af3ab891-6a3a-4cd4-a081-2455410143ba,bad.,1,2025-04-30,DASHEN,Google Play
d744a029-1173-4a4b-b7f9-7c294f6fbd5d,Dashen bank always one step ahead,5,2025-04-30,DASHEN,Google Play
153295c5-2630-4a84-9d1e-18ac73eca0c1,dashen super app is secure band very easy,5,2025-04-29,DASHEN,Google Play
185c1487-6efe-4ba5-bbaf-41ea48da9422,It is very fast and secured mobile banking app! I like this app!,5,2025-04-29,DASHEN,Google Play
63989d70-6ec3-44bb-87a8-2dad9286e37a,best app I have ever seen,5,2025-04-29,DASHEN,Google Play
17d46982-18ec-43a9-85f3-0ff927671f95,best of best,5,2025-04-29,DASHEN,Google Play
82975516-427f-4659-b256-32887b29f545,best app,5,2025-04-28,DASHEN,Google Play
9f0dddc5-58fa-4637-9a98-414044aa8bd0,Its slow when i try to see the Recent Transaction and stucked,1,2025-04-28,DASHEN,Google Play
1db8f294-b4c5-4389-8b1c-dcdf92f7ce3c,wowslnwoooo wowwww amazing !!!!!!!!,5,2025-04-28,DASHEN,Google Play
ebd52e84-7485-4418-bfb0-29ef1fc4bfb7,wow appl,5,2025-04-28,DASHEN,Google Play
cbfa6f44-6387-46f5-8c57-005106a7f33f,why do i have to change a pin number i use my finger print so dummy,1,2025-04-27,DASHEN,Google Play
92667270-5726-4327-8df5-03303bfbc05a,very nice,5,2025-04-26,DASHEN,Google Play
ecd2b916-31b8-402c-88d8-6dca2df2fa8a,great,4,2025-04-26,DASHEN,Google Play
f0c1bd73-66ab-47e9-9238-2ab86618c796,It is one of the best app ever use it and do it,5,2025-04-26,DASHEN,Google Play
3cef32ad-b3c0-4784-8594-0dfee471123e,"It is very slow and it lacks many features to be a super app. High rating is given by their employees, not by the customers.",1,2025-04-25,DASHEN,Google Play
7e450cb8-6117-4fb2-b6fe-a4b889074190,"Smooth and secure experience transfers, bill payments, and tracking expenses are all effortless. The intuitive design makes banking on the go.",5,2025-04-24,DASHEN,Google Play
125057ca-c7fb-4c34-a7d1-a2cbe0d1b369,Very easy and Fast.,5,2025-04-24,DASHEN,Google Play
b7dbd93e-582d-4510-af69-30c206f1a99d,Incomparably user-friendly and fast app for mobile banking.,5,2025-04-24,DASHEN,Google Play
a96e41e8-767a-47e4-831c-2993d37f2906,"there is nothing super about this app, repeatedly failed transaction and wastes customer valuable time. if you have to do system upgrade do it at a time when there is less traffic demand. your Technical difficulty should not be reflected on customer.",2,2025-04-24,DASHEN,Google Play
4041a84a-1399-4b47-86dd-a7f048978f43,execellent,5,2025-04-24,DASHEN,Google Play
1115d2b9-b1f0-4fe5-a92c-67aed49141a7,"This super app is a total game-changer—fast, reliable, and packed with everything I need in one place. It’s seamless and super convenient. Love it!""",5,2025-04-23,DASHEN,Google Play
99705962-8067-497e-a116-cd6599ca4bb8,All in One ✍️secure ✍️reliable ✍️convenient. Digital banking game changer!!,5,2025-04-23,DASHEN,Google Play
2d86848c-b71b-4419-871c-42ad60f1abfe,it is incredible product.,5,2025-04-23,DASHEN,Google Play
e887c287-a3a3-42dc-bd9a-7508531f6f0c,"I'm really impressed with this app! It’s user-friendly, runs smoothly, and has all the features I need. Makes my tasks so much easier and saves me a lot of time. Highly recommended!",5,2025-04-23,DASHEN,Google Play
f91584e2-4c24-4a52-8fc6-1ea6abb40a0c,best app,5,2025-04-23,DASHEN,Google Play
7b265fe3-1e03-425b-9b06-41bafe966fc3,"It's an amazing app, experience it!!",5,2025-04-23,DASHEN,Google Play
49c926f1-3b4f-48af-8fab-ce09046e20cc,This is the best banking app ever. I recommend everyone to use it.,5,2025-04-23,DASHEN,Google Play
aba6145f-bd70-43dd-ae4e-46e73fde8a82,It is the best application!!!,5,2025-04-22,DASHEN,Google Play
02103d94-84d8-4ca5-aa3d-db0e512c68a7,"Exceptional digital experience, SupperApp will bring new paradigm shift in the banking business. Bravo Dashen keep it up!!!!",5,2025-04-22,DASHEN,Google Play
9dd7083b-d295-42f5-b18f-f11dc02839a7,its features are so dynamic,5,2025-04-22,DASHEN,Google Play
e0e5b98d-5942-4c79-8610-4206edfdf353,fast &Friendly user Application.,5,2025-04-22,DASHEN,Google Play
524e7cc6-ccd9-4c2a-8384-968ef8f4040e,"Fast, Reliable and User Friendly. Keep it Up",5,2025-04-22,DASHEN,Google Play
d7f04f13-06de-4c04-b616-a7ecbb6dd8b4,"#dashen super app is easy to use, secure & fast transaction😍",5,2025-04-22,DASHEN,Google Play
872c07eb-b111-4701-b263-c11d17dea1c7,i love this app esp 3 click that make e-commerce easier and convinient.,5,2025-04-22,DASHEN,Google Play
d41dd3e3-b09b-4d1f-a5a2-0caa9f430e37,Dashen Super App contains extended selections for customers and can be easily accessible and also friendly to use.,5,2025-04-22,DASHEN,Google Play
be4677cc-1140-4ab6-b785-420638e0d7ba,Great for everyday banking and payments on the go,5,2025-04-22,DASHEN,Google Play
acef4b82-b287-4a31-8dc8-6d701f99f9c4,"""Dashen Super App'' is impressive with its focus on simplicity, speed, and quality. The user interface is clean and easy to understand. Transactions process quickly, and the overall quality of the app is top-notch. A must-have for Dashen Bank customers. ዳሸን ባንክ አንድ እርምጃ ቀዳሚ።",5,2025-04-22,DASHEN,Google Play
a7530454-7c62-4c62-9f29-9f3a2e82c705,making transactions has never been easier. the new update is just amazing,5,2025-04-22,DASHEN,Google Play
cdbc2de4-065b-4230-a34b-c532cf84ae71,"The app has various usefull functions, which make easy the payment system. Also, it will connect with sellers having reasonable prices.",5,2025-04-22,DASHEN,Google Play
1ba081f6-d792-4a8e-a001-8613242bee50,The app has great user interface with comprehensive payments and E-commerce platforms. And also it includes unique features such as chat Banking and budget.,5,2025-04-22,DASHEN,Google Play
7baf1a73-5eb3-4057-b7aa-c94108c67155,betam mirt Ena betam le atikakem kelel Yale Ena michu application nw,5,2025-04-22,DASHEN,Google Play
5a146ecb-653c-4ffe-af0f-13a97eea6825,Convenient!,5,2025-04-22,DASHEN,Google Play
f6ad312f-15c3-43bb-b291-f8a8e35e331e,It is an amazing application that meets the needs of customers.,5,2025-04-22,DASHEN,Google Play
751bedd2-1517-4cb4-a41c-f02d5f4b2468,Effecting payment via the app has created convenience to the recipients in easily confirming the payments received!,5,2025-04-22,DASHEN,Google Play
3e0e6df3-cb63-4503-8434-e1fb0bb790d1,the best Supper App ever,5,2025-04-22,DASHEN,Google Play
2bc93d8c-1975-44d3-b7c2-ef3429278f07,"This is the best app ever, when is it planned to include digital lending and gasification?",5,2025-04-22,DASHEN,Google Play
