reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,bank
c3afc51f-9e2b-4b3d-b155-0339a9ce0f20,Temesgen Mehari,https://play-lh.googleusercontent.com/a/ACg8ocJSLW1TueWdXSZgcs1Nle1SKVnUEcFlfE68H4NNbztgMK6R8w=mo,"A must have, seamless, all in one digital platform ""DB Superapp""! Keep living your motto ""Always one step ahead""",5,0,1.0.15,2025-05-12 09:36:47,,,1.0.15,DASHEN
6fbffae4-0ab6-4bc9-a758-204abc102d89,Smegnew Abera Tola,https://play-lh.googleusercontent.com/a/ACg8ocK_3pRLRz2UiwuryfY5KjbF_eoxM-b61QbJqjZ730koiBHEeBk=mo,"This App makes digital banking effortless and convenient. User-friendly interface, secure transactions, and excellent features for managing finances efficiently.",4,1,,2025-05-10 10:01:21,,,,DASHEN
b3c8405c-96a7-4b5e-884c-76c97c530c34,fenta abebayehu,https://play-lh.googleusercontent.com/a-/ALV-UjWFUCNpjObMufEkUM4l1OKFOyGER7w01e8MZVX49p-1P6bRZgM6,good,5,1,1.0.14,2025-05-09 19:44:41,,,1.0.14,DASHEN
e1c1214a-8bc1-45db-bc49-3d51dddc6b88,Yitbarek Gossaye,https://play-lh.googleusercontent.com/a/ACg8ocJ5VcS6RtwVtYnpMmmp4jGZZ0exw_TaD03i6hyUhGz8EXS6uQ=mo,Amazing app super easy to use and best design. loved it.,5,1,1.0.14,2025-05-09 18:44:58,,,1.0.14,DASHEN
8d1d472b-2bae-4749-b089-5632108ade02,natnael abera,https://play-lh.googleusercontent.com/a/ACg8ocL1Ztu0yPxSyr3ggDpgDb4tHEYnbgEr11OWf58j69wMSM-GkA=mo,its the best ever,5,1,1.0.16,2025-05-09 00:18:26,,,1.0.16,DASHEN
749851ed-72d7-4f1c-8e5e-27dd822b5008,Mehammed Amin,https://play-lh.googleusercontent.com/a/ACg8ocID1xVYVSbc9g6RQF9IBBUxiP8xQqY643T66-8gHV0Xh0l12w=mo,nice,5,1,1.0.14,2025-05-08 11:37:34,,,1.0.14,DASHEN
f2852962-b983-44af-b296-241a3373477f,Wondim Tarko,https://play-lh.googleusercontent.com/a-/ALV-UjWK4R_YA7Op_cVxjjGqVorCw1ttpi5DCVR4siIRGcpQSMnSpyVO,excellent game changer App,5,1,1.0.16,2025-05-08 11:07:07,,,1.0.16,DASHEN
62102c1c-85b0-4965-b033-063c67ac9129,Wondalem Mezgeb,https://play-lh.googleusercontent.com/a/ACg8ocLaLqqHSn3WV_0GgEV95AgejCI4eGVljG7fKf_6WkeyahMkEE0=mo,I am highly excited by using this application and it is the most favorable as well as preferrable mobile app.,5,1,1.0.16,2025-05-03 15:53:37,,,1.0.16,DASHEN
f4d24779-931e-4cfd-a622-92dfcb654d3d,Abraham Kal,https://play-lh.googleusercontent.com/a/ACg8ocIRq1ucNqUL9bvxR2u6tMQK6h1uGAaDnECujTIhyqswNuoaIQ=mo,it seems me logging out within minutes,1,1,1.0.16,2025-05-03 09:43:29,,,1.0.16,DASHEN
157b5f87-506e-46dc-b89b-179653dbd957,Cheru Eshetie,https://play-lh.googleusercontent.com/a/ACg8ocJdD6P2dGQ17TlSVWsF379WAzswXTa0nE-ypce9cIMXK-vsIQ=mo,nice app especially GUI and I have got some error when you send within dashen bank the receipter is not get SMS notification,4,2,1.0.15,2025-05-03 08:09:08,,,1.0.15,DASHEN
4e018789-e27b-4b7c-b1d4-f79dd0affa68,Nesru “Nesrudin” Dendir,https://play-lh.googleusercontent.com/a-/ALV-UjU6MDxvQfva3o0oAYb4XaD-g2S_DPVJ4JpWaRmqsCfNprQ1gfQ,yes i want dashen super open,5,2,1.0.16,2025-05-02 23:55:12,,,1.0.16,DASHEN
8e88fe90-b409-432d-bcd6-a36548ee9fe8,Beki T,https://play-lh.googleusercontent.com/a-/ALV-UjVr2FVTEfVzsRiGIJ0tQLkyUuO1p_u5v8k5gCYt47tDGq3Xoi27,Best App,5,1,1.0.15,2025-05-02 10:45:22,,,1.0.15,DASHEN
0472c5b5-9fd3-49be-80f6-cca83ad918e5,Adilyassin dema,https://play-lh.googleusercontent.com/a-/ALV-UjV6wtjanwjDAk4dBRzESfInGpOxBpFw_yp9uyUguZNfALcTXUgv,faster than this version,5,1,1.0.15,2025-05-01 04:20:47,,,1.0.15,DASHEN
222e6a10-b3df-421c-83ae-1ff05ec40496,Sam,https://play-lh.googleusercontent.com/a-/ALV-UjVj_190wboEGLGH8qIvu2InmxnVEyEZDXq9mbGh6ZU_WaATTrcV,"Best UI mobile banking app, props to design team",5,1,1.0.15,2025-04-30 19:43:36,,,1.0.15,DASHEN
d27b1e7f-4f07-426c-a471-d6137f89bd48,Nahom Getnet,https://play-lh.googleusercontent.com/a-/ALV-UjW2ywIytYAP2XIp7A-eiai_HFYWcsr7J1iqzC2diSiNMqmF_Q5c,thank you,4,1,1.0.16,2025-04-30 16:28:14,,,1.0.16,DASHEN
a65769b9-bfda-4c04-a0ed-dce672c8fac4,Tawleb Twleb,https://play-lh.googleusercontent.com/a/ACg8ocLqmzi-kuO5zuRjeRszZt1MKUTpPnpwo4zcS6hnN7vQIsy2fA=mo,great app,5,1,,2025-04-30 14:55:56,,,,DASHEN
af3ab891-6a3a-4cd4-a081-2455410143ba,Adefrse 1212,https://play-lh.googleusercontent.com/a/ACg8ocKwhglRCrahemP7_in_edEJSmMJhMK-G7kU0PwhDf3o42lh7w=mo,bad.,1,1,,2025-04-30 11:54:32,,,,DASHEN
d744a029-1173-4a4b-b7f9-7c294f6fbd5d,Gashaw Admas,https://play-lh.googleusercontent.com/a-/ALV-UjXGo5W8uyKwO21H6-FsiCo96w17fSC1JUacgqvGwo64Etflt8hs,Dashen bank always one step ahead,5,1,1.0.15,2025-04-30 07:05:39,,,1.0.15,DASHEN
153295c5-2630-4a84-9d1e-18ac73eca0c1,Helen Amsalu,https://play-lh.googleusercontent.com/a-/ALV-UjUtAtx6GkL3qetSGzaaQ4d93jPuFYQCWURxmQqbXuAY293zykc,dashen super app is secure band very easy,5,1,1.0.14,2025-04-29 15:48:26,,,1.0.14,DASHEN
185c1487-6efe-4ba5-bbaf-41ea48da9422,Beyene,https://play-lh.googleusercontent.com/a/ACg8ocJsKQ5gkS1vQ4jk2SBHn1iBGcEy5y-ZwxtlL_iSU8QWPwC-jg=mo,It is very fast and secured mobile banking app! I like this app!,5,1,1.0.15,2025-04-29 15:27:54,,,1.0.15,DASHEN
63989d70-6ec3-44bb-87a8-2dad9286e37a,Senesa Asfaw,https://play-lh.googleusercontent.com/a/ACg8ocI6btvYFadrr8h4mYfqsf6QKByNr51FClkd76yeSAOxCSa_lw=mo,best app I have ever seen,5,1,,2025-04-29 10:49:49,,,,DASHEN
17d46982-18ec-43a9-85f3-0ff927671f95,Hailu Regasa,https://play-lh.googleusercontent.com/a/ACg8ocJKpP4H9d1K5X0gij0qu6jCxmjVBdw4um-mOznEL442TVP_-w=mo,best of best,5,1,,2025-04-29 10:37:26,,,,DASHEN
5f0cd027-0905-43a2-96a1-706d12976895,Melak Aserat,https://play-lh.googleusercontent.com/a/ACg8ocK76lWv9R1MwE_yP_0qbAP8MlKfCgS2Z1Z4W77zeEbyuve2MA=mo,waw,5,1,1.0.15,2025-04-28 14:05:09,,,1.0.15,DASHEN
82975516-427f-4659-b256-32887b29f545,biruk wedajo.32,https://play-lh.googleusercontent.com/a/ACg8ocLNa8a2bYnkOuuxamS3mOIu2FfBYyCrzB7n71YFgbuWiV3BLw=mo,best app,5,1,1.0.15,2025-04-28 12:15:07,,,1.0.15,DASHEN
9f0dddc5-58fa-4637-9a98-414044aa8bd0,Yared Mulate,https://play-lh.googleusercontent.com/a/ACg8ocJi2neNMqjr3BjEgI3-fGSrpKMcqwTCJTQQPyP76A18FaR6nw=mo,Its slow when i try to see the Recent Transaction and stucked,1,1,1.0.15,2025-04-28 10:11:58,,,1.0.15,DASHEN
